category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2524015.0,2524015.0,0.0,0.0
2,kMultiplyHeavy,2630.0,2630.0,0.0,0.0
4,kExcludedVector,1869407.0,1869407.0,0.0,0.0
5,kExcludedExcited,269327.0,269327.0,0.0,0.0
