category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2528112.0,2528112.0,0.0,0.0
2,kMultiplyHeavy,2693.0,2693.0,0.0,0.0
4,kExcludedVector,1867357.0,1867357.0,0.0,0.0
5,kExcludedExcited,268780.0,268780.0,0.0,0.0
