observable,total,share_pct
D0 (104),1186020.0,25.41321490603483
Dbar0 (97),1184748.0,25.385959371254238
D+ (101),438499.0,9.395852787542678
D- (100),436540.0,9.353876692703702
Lambda_c+ (124),238583.0,5.1121912378598235
Lambda_cbar- (77),238534.0,5.111141299806168
D_s+ (107),190429.0,4.080380686110948
D_s- (94),189533.0,4.061181818844116
B- (88),65902.0,1.4121024002440998
B+ (113),65542.0,1.4043885696458194
B0 (110),65062.0,1.3941034621814457
Bbar0 (91),64836.0,1.3892608907503028
Lambda_b0 (147),50631.0,1.0848859917264881
Lambda_bbar0 (54),50197.0,1.0755865403941167
Xi_c0 (126),32305.0,0.6922091596595801
Xi_c+ (131),32023.0,0.6861666590242604
Xi_cbar- (70),31707.0,0.6793956299435476
Xi_cbar0 (75),31557.0,0.6761815338609308
B_s0 (116),15392.0,0.32980911269092267
B_sbar0 (85),15286.0,0.3275378181258734
Xi_b0 (154),6642.0,0.14232017453827367
Xi_b- (148),6457.0,0.13835612270304623
Xi_bbar0 (47),6407.0,0.13728475734217396
Xi_bbar+ (53),6289.0,0.13475633509051538
Omega_c0 (136),6081.0,0.13029945518928668
Omega_cbar0 (65),5889.0,0.12618541220353713
UNMAPPED/kMultiplyHeavy,2693.0,0.057703738336581
Omega_b- (160),1212.0,0.025969896347544066
Omega_bbar+ (41),1149.0,0.024619975992844993
UNMAPPED/kExcludedExcited,797.0,0.01707756385230414
