semantic_id,center_status,uncertainty_status,reason_codes
b287aa574abd37996f0df07cad8f78418a2ba70fee0df116c999123c9c39b01f,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
e87d03486f404e10d935b5463d071028da1ce285a9a46c2a4d393257f0d86d38,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
d4a8750f4f1023b377bafca2aa2e462cd7e6689cd94c0101cef49f4837086817,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
072ca446affa859858eac2a5bcf826fb7671504d9a2163f27d4d05ed3a961e1c,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
80e74cdb0976ca4476b4f04b4d1f395c46afc710e92cfe6c6f6dc02106a65fe1,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
a0862f36a1ce1638abb92408b3f9c49b5380d9b53421499070618214e35ea986,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
e8420951dd9859f2d614d516cecfe643d73e3bc5f282dd435dc4d0da03a7d8b7,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
d02ec053aa6e73321cc1d7c26c5d60df3b4914ad146b31743fc1ca8096bf44cb,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
e0e9c6a84ac23c5a53a9847bc45bcb3ffbd1ec9faa7fe00585ef2f35418ed1e7,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
eccc2a04053ec76d17381a1a90d0a82ce3a56722920084dca725bdb1b4b4182b,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
14cd95bdec476295bfe512f1fe20012623c030136545554879688ff09cf8706f,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
526d39583a7efe768487563cc178382734ee5ba44dc9cbc82da91f8e8a03dd54,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
5e73f699b379ece213a811976fd44d8e9929180660a8cb94211c137f99204998,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
03810324a5544659b7f42cecffd00784237130ac194d94bc86c21415d5355b75,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b99d6587373f831a578809befc163e84c2fb317be85e833416bb8a88086bd240,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
5f334de91a7e21e77d8efe68b8e36f025dac6ee5dae3fc14084abb958277ed81,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
ff2e70b9fd23581651a5b38fbdbf8c054dea3d03fd2f4bbd978174d84d55ee2b,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
396635c2d72f265bf4e049b026ba646e163afca29bd25e748d5ce6ecaef6aa4e,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
e0efe5ca80631131af6b918785af07bcc5b116c4447003a4a8253dda24d46e70,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
4d5a3f791c590449647c662cd5e5d15f78f09518caeea5d4fde1a762143fe437,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b47703612b2790c4ee37468174a13c397506cac75637e3b0f904ab488b47be59,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
8202dd5fa65e85c7a64bbb3cb19056bbda0d45c44bf0a568a517a1acec8dfa79,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
e5dd11ef984d134086386237de513bf00ddb0131ad733c51737127247005ce9f,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
33b5c8289934e3e467f0865ff63b560d3baf8bf8046f5b912a57bb12d1bf9bc6,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
00012aa6b6c1d85f3b55fb35005641d5475f86f07dff45483c5acb6c8eef3bc7,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
6830647f9e17580d28e15266a909de26435e49ca0bcadb62b275b1569f3167de,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
b34c2842a1a1e6c999d7844c3266bcbb623e4aafbfd4d52b8992c74cb2e2fe70,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
ece6158d0644b30c4258fbc290c1305c1d03e333f4b5e506111c5367e824dbf2,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
4079cd6ca7419fbcebd8a83696ac2f1aba77f197b9216b132084e9979c039e8e,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
1b8d24558ab0950336a56ea2ccfacb3c7c567136e2fb324a86f0100f0020873e,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
57dd69cab187216035df041b9ac71fb22815a506e685d8d5d68f44e27a61d39e,AVAILABLE,WITHHELD_UNCERTAINTY,"[""DETERMINISTIC_ACCOUNTING""]"
