category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2817894.0,2817894.0,0.0,0.0
4,kExcludedVector,2496730.0,2496730.0,0.0,0.0
5,kExcludedExcited,53926.0,53926.0,0.0,0.0
