observable,total,share_pct
D0 (104),1184023.0,25.561891931860746
Dbar0 (97),1181477.0,25.506926296177557
D+ (101),437366.0,9.44230173456952
D- (100),435454.0,9.401023535266198
Lambda_c+ (124),262248.0,5.661676365532272
Lambda_cbar- (77),257320.0,5.555285692850905
D_s- (94),161862.0,3.4944413680096114
D_s+ (107),161750.0,3.492023398175944
B+ (113),69092.0,1.4916283191763358
B0 (110),68957.0,1.4887138019661117
Bbar0 (91),68859.0,1.4865980783616528
B- (88),68517.0,1.4792146347624182
Lambda_b0 (147),55017.0,1.1877629137400056
Lambda_bbar0 (54),54196.0,1.1700383312985685
Xi_c+ (131),26640.0,0.5751313961508943
Xi_cbar0 (75),26476.0,0.5715907974658813
Xi_cbar- (70),26439.0,0.5707920038601161
Xi_c0 (126),26352.0,0.5689137594357495
B_s0 (116),13905.0,0.30019527265308504
B_sbar0 (85),13859.0,0.2992021778999716
Xi_b- (148),5569.0,0.12022923217583822
Xi_b0 (154),5448.0,0.11761696119482253
Xi_bbar0 (47),5434.0,0.11731471496561409
Xi_bbar+ (53),5290.0,0.11420589660804169
Omega_c0 (136),3184.0,0.06873942812854532
Omega_cbar0 (65),3033.0,0.06547948665636871
UNMAPPED/kMultiplyHeavy,2043.0,0.04410636044805845
UNMAPPED/kExcludedExcited,748.0,0.016148584246278862
Omega_bbar+ (41),742.0,0.01601905014804668
Omega_b- (160),685.0,0.014788476214840937
