category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2815404.0,2815404.0,0.0,0.0
4,kExcludedVector,2495112.0,2495112.0,0.0,0.0
5,kExcludedExcited,53912.0,53912.0,0.0,0.0
