observable,total,share_pct
D0 (104),1521341.0,28.359799031695456
Dbar0 (97),1516940.0,28.277758597934394
D+ (101),555717.0,10.35929646180357
D- (100),553343.0,10.315041976516415
D_s- (94),229233.0,4.273204897148401
D_s+ (107),228913.0,4.267239675879702
B- (88),115372.0,2.1506859631632675
B+ (113),114659.0,2.1373947045239494
Bbar0 (91),114658.0,2.1373760632074847
B0 (110),114516.0,2.1347289962694997
Lambda_c+ (124),87822.0,1.637117694561284
Lambda_cbar- (77),86079.0,1.6046258799633437
B_s0 (116),26492.0,0.49384575578234996
B_sbar0 (85),26171.0,0.4878618931971871
Xi_c0 (126),11838.0,0.22067590430890302
Xi_c+ (131),11812.0,0.22019123008082128
Xi_cbar- (70),11593.0,0.216108781775056
Xi_cbar0 (75),11498.0,0.2143378567109112
Lambda_b0 (147),10810.0,0.20151263098321015
Lambda_bbar0 (54),9635.0,0.17960908413720902
Xi_b0 (154),1430.0,0.026657082544494958
Xi_b- (148),1368.0,0.02550132092368469
Xi_bbar+ (53),1309.0,0.02440148325226846
Xi_bbar0 (47),1226.0,0.022854253985699874
Omega_c0 (136),291.0,0.0054246230912224
Omega_cbar0 (65),280.0,0.005219568610110901
Omega_b- (160),47.0,0.000876141873840044
Omega_bbar+ (41),35.0,0.0006524460762638626
