category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2699087.0,2699087.0,0.0,0.0
2,kMultiplyHeavy,2026.0,2026.0,0.0,0.0
4,kExcludedVector,1850397.0,1850397.0,0.0,0.0
5,kExcludedExcited,82767.0,82767.0,0.0,0.0
