observable,total,share_pct
D0 (104),1521832.0,28.350729413272585
Dbar0 (97),1519780.0,28.31250200265431
D+ (101),554377.0,10.327678955326093
D- (100),553722.0,10.31547673604979
D_s+ (107),229379.0,4.2731799318762205
D_s- (94),229237.0,4.270534565254488
B- (88),115050.0,2.143305843875678
Bbar0 (91),115047.0,2.1432499558484586
B+ (113),115036.0,2.1430450330819864
B0 (110),114990.0,2.142188083331284
Lambda_c+ (124),88116.0,1.6415431354971688
Lambda_cbar- (77),85927.0,1.6007635049691908
B_s0 (116),26119.0,0.48657979431715637
B_sbar0 (85),25901.0,0.4825185976725245
Xi_c+ (131),11873.0,0.22118618239318494
Xi_cbar- (70),11814.0,0.22008705119119742
Xi_c0 (126),11685.0,0.2176838660207501
Xi_cbar0 (75),11612.0,0.2163239240250706
Lambda_b0 (147),10844.0,0.2020165890568262
Lambda_bbar0 (54),9494.0,0.17686697680795904
Xi_b- (148),1420.0,0.026453666217326928
Xi_b0 (154),1362.0,0.02537316435774597
Xi_bbar0 (47),1300.0,0.024218145128538735
Xi_bbar+ (53),1262.0,0.023510230117089144
Omega_c0 (136),306.0,0.005700578776409887
Omega_cbar0 (65),299.0,0.005570173379563909
Omega_b- (160),58.0,0.001080501859580959
Omega_bbar+ (41),32.0,0.0005961389570101843
UNMAPPED/kMultiplyHeavy,2.0,3.725868481313652e-05
