category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2818442.0,2818442.0,0.0,0.0
2,kMultiplyHeavy,2.0,2.0,0.0,0.0
4,kExcludedVector,2494921.0,2494921.0,0.0,0.0
5,kExcludedExcited,54511.0,54511.0,0.0,0.0
