category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,26967823.0,26967823.0,0.0,0.0
2,kMultiplyHeavy,20935.0,20935.0,0.0,0.0
4,kExcludedVector,18497077.0,18497077.0,0.0,0.0
5,kExcludedExcited,825313.0,825313.0,0.0,0.0
