category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2531795.0,2531795.0,0.0,0.0
2,kMultiplyHeavy,2566.0,2566.0,0.0,0.0
4,kExcludedVector,1868677.0,1868677.0,0.0,0.0
5,kExcludedExcited,268760.0,268760.0,0.0,0.0
