observable,total,share_pct
D0 (104),1521650.0,28.366738407648477
Dbar0 (97),1517682.0,28.292766588898075
D+ (101),554496.0,10.33696512344327
D- (100),554068.0,10.328986308315958
D_s+ (107),229296.0,4.274556994000043
D_s- (94),228920.0,4.267547567626517
B+ (113),115044.0,2.1446607652019263
B0 (110),114609.0,2.1365514554346823
Bbar0 (91),114501.0,2.1345381095614355
B- (88),114355.0,2.1318163642142687
Lambda_c+ (124),88479.0,1.6494336066574637
Lambda_cbar- (77),85716.0,1.597925508066899
B_s0 (116),26088.0,0.4863348809376226
B_sbar0 (85),26078.0,0.4861484600234331
Xi_c+ (131),11836.0,0.22064779403471715
Xi_cbar0 (75),11810.0,0.2201630996578244
Xi_cbar- (70),11605.0,0.21634147091693923
Xi_c0 (126),11561.0,0.21552121889450535
Lambda_b0 (147),10746.0,0.20032791438805936
Lambda_bbar0 (54),9553.0,0.1780878993252495
Xi_b0 (154),1483.0,0.02764622157430598
Xi_b- (148),1422.0,0.0265090539977499
Xi_bbar+ (53),1333.0,0.024849907861463162
Xi_bbar0 (47),1247.0,0.02324668799943328
Omega_c0 (136),286.0,0.005331638145820303
Omega_cbar0 (65),264.0,0.0049215121346033565
Omega_b- (160),45.0,0.0008388941138528449
Omega_bbar+ (41),32.0,0.0005965469254064675
