observable,total,share_pct
D0 (104),1523206.0,28.371690781825873
Dbar0 (97),1517264.0,28.261013311657287
D+ (101),555398.0,10.34500935319617
D- (100),554479.0,10.32789178418154
D_s+ (107),229482.0,4.274400405457282
D_s- (94),228676.0,4.25938760825838
B0 (110),115425.0,2.149940591418529
B+ (113),115331.0,2.1481897192886317
B- (88),115279.0,2.1472211517274125
Bbar0 (91),114351.0,2.129935946019495
Lambda_c+ (124),87811.0,1.6355939638124533
Lambda_cbar- (77),86680.0,1.6145276193559286
B_s0 (116),26104.0,0.4862209157322008
B_sbar0 (85),25864.0,0.48175060391118757
Xi_c+ (131),11963.0,0.22282641797825306
Xi_c0 (126),11771.0,0.2192501685214425
Xi_cbar0 (75),11714.0,0.21818846946395187
Xi_cbar- (70),11660.0,0.2171826493042239
Lambda_b0 (147),10758.0,0.200381727376916
Lambda_bbar0 (54),9465.0,0.17629792244120748
Xi_b0 (154),1450.0,0.027008133918621325
Xi_b- (148),1418.0,0.026412092342486235
Xi_bbar+ (53),1288.0,0.023990673439437425
Xi_bbar0 (47),1264.0,0.023543642257336107
Omega_c0 (136),298.0,0.005550637177758038
Omega_cbar0 (65),270.0,0.005029100798639833
Omega_b- (160),56.0,0.0010430727582364098
Omega_bbar+ (41),28.0,0.0005215363791182049
UNMAPPED/kExcludedExcited,0.0,0.0
