category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2696651.0,2696651.0,0.0,0.0
2,kMultiplyHeavy,2001.0,2001.0,0.0,0.0
4,kExcludedVector,1851258.0,1851258.0,0.0,0.0
5,kExcludedExcited,82541.0,82541.0,0.0,0.0
