category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2697214.0,2697214.0,0.0,0.0
2,kMultiplyHeavy,2066.0,2066.0,0.0,0.0
4,kExcludedVector,1849010.0,1849010.0,0.0,0.0
5,kExcludedExcited,82561.0,82561.0,0.0,0.0
