category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2818530.0,2818530.0,0.0,0.0
4,kExcludedVector,2497037.0,2497037.0,0.0,0.0
5,kExcludedExcited,54290.0,54290.0,0.0,0.0
