category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2815176.0,2815176.0,0.0,0.0
2,kMultiplyHeavy,2.0,2.0,0.0,0.0
4,kExcludedVector,2496269.0,2496269.0,0.0,0.0
5,kExcludedExcited,54223.0,54223.0,0.0,0.0
