observable,total,share_pct
D0 (104),1521295.0,28.35237724273017
Dbar0 (97),1518221.0,28.295087100026652
D- (100),554440.0,10.333099128347438
D+ (101),554411.0,10.332558655303066
D_s- (94),229283.0,4.273147621825419
D_s+ (107),228818.0,4.264481416113925
Bbar0 (91),115142.0,2.145901630178524
B+ (113),115090.0,2.1449325060989586
B- (88),115070.0,2.144559766068357
B0 (110),114799.0,2.1395091386537004
Lambda_c+ (124),87900.0,1.638192434495599
Lambda_cbar- (77),85877.0,1.600489780400211
B_s0 (116),26242.0,0.48907219415282716
B_sbar0 (85),25712.0,0.4791945833418753
Xi_c0 (126),11893.0,0.22164985919745345
Xi_c+ (131),11801.0,0.21993525505668443
Xi_cbar- (70),11601.0,0.21620785475066487
Xi_cbar0 (75),11591.0,0.2160214847353639
Lambda_b0 (147),10767.0,0.20066459547456328
Lambda_bbar0 (54),9601.0,0.17893385169046921
Xi_b0 (154),1476.0,0.02750821425842439
Xi_b- (148),1415.0,0.026371357165088424
Xi_bbar0 (47),1320.0,0.02460084201972913
Xi_bbar+ (53),1236.0,0.023035333891200913
Omega_c0 (136),310.0,0.005777470474330326
Omega_cbar0 (65),285.0,0.00531154543607788
Omega_b- (160),44.0,0.0008200280673243043
Omega_bbar+ (41),28.0,0.0005218360428427391
UNMAPPED/kMultiplyHeavy,2.0,3.7274003060195654e-05
