associate,campaign,class,delta,delta_sem,flagged_below_2sem,flavour,nominal_sem,nominal_status,nominal_yield,relative_shift_percent,relative_shift_undefined,significance,trigger,tune,variation_sem,variation_status,variation_yield
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c3,-0.0007464200906418944,0.0003092614028302409,False,CHARM,6.544246875331439e-05,PASS,0.018675020090641894,-3.996890429134947,False,2.4135572166812476,D^{+},CLOSEPACKING,0.000302258,PASS,0.0179286
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c4,-0.0002645447402655106,0.0005066242126381292,True,CHARM,0.00010497612676320432,PASS,0.01916284474026551,-1.3805087076118803,False,0.5221715300339765,D^{+},CLOSEPACKING,0.000495629,PASS,0.0188983
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c5,-0.001093861627285999,0.00037032924981002995,False,CHARM,0.00010856650450695932,PASS,0.020208661627286,-5.412835582387369,False,2.9537543357623623,D^{+},CLOSEPACKING,0.000354058,PASS,0.0191148
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c6,-0.0007577149257602389,0.00042393023216205736,True,CHARM,9.801422654378224e-05,PASS,0.02116651492576024,-3.5797812177293236,False,1.7873576081042137,D^{+},CLOSEPACKING,0.000412444,PASS,0.0204088
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c7,-0.0009734999112661,0.00039839469591887563,False,CHARM,0.00011843930011737374,PASS,0.0216860999112661,-4.489050199203219,False,2.44355640584214,D^{+},CLOSEPACKING,0.000380382,PASS,0.0207126
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c8,-0.0018311020502971044,0.0008990494796315629,False,CHARM,0.00013017790212161267,PASS,0.022934102050297105,-7.984188987566587,False,2.0367088706257896,D^{+},CLOSEPACKING,0.000889575,PASS,0.021103
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c9,-0.0015225317967946482,0.0005820574433663696,False,CHARM,0.00014698856593012454,PASS,0.023677731796794648,-6.430226551517742,False,2.615775838187001,D^{+},CLOSEPACKING,0.000563192,PASS,0.0221552
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c10,-0.0020005255285242968,0.001010059133405472,True,CHARM,0.00017206776557744102,PASS,0.023826225528524297,-8.396317436554549,False,1.9806023849112782,D^{+},CLOSEPACKING,0.000995295,PASS,0.0218257
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c11,0.0012780725085300114,0.0011468821934317189,True,CHARM,0.00027542211823081754,PASS,0.023714227491469987,5.389475617494749,False,1.1143886580937687,D^{+},CLOSEPACKING,0.00111332,PASS,0.0249923
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,MB,-0.0012890042672575215,0.00013816077380235045,False,CHARM,3.961016405752752e-05,PASS,0.02075770426725752,-6.20976313498575,False,9.329741226706943,D^{+},CLOSEPACKING,0.000132361,PASS,0.0194687
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c1,-0.00046187101076703915,0.00037466712677984625,True,CHARM,0.0001641501064680293,PASS,0.02105697101076704,-2.19343518367799,False,1.232750294205645,D^{+},JUNCTIONS,0.000336794,PASS,0.0205951
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c2,-0.0003902423979595046,0.0005916089186246865,True,CHARM,0.00014797530260239692,PASS,0.020303442397959504,-1.9220504105191738,False,0.6596289975930405,D^{+},JUNCTIONS,0.000572804,PASS,0.0199132
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c3,-0.0011612474292770174,0.0004783820674778693,False,CHARM,0.00015761856992245772,PASS,0.020723647429277018,-5.603489604037959,False,2.427447657892692,D^{+},JUNCTIONS,0.00045167,PASS,0.0195624
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c4,-0.0015531456090651583,0.0003891636444876253,False,CHARM,0.00013004039278197686,PASS,0.02192634560906516,-7.083467700258408,False,3.9909833075749845,D^{+},JUNCTIONS,0.000366794,PASS,0.0203732
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c5,-0.0008192026506896391,0.0005566682197686051,True,CHARM,0.00010731572030391429,PASS,0.02302580265068964,-3.5577593672509975,False,1.4716174223672476,D^{+},JUNCTIONS,0.000546226,PASS,0.0222066
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c6,-0.0011730236665529366,0.0005148084887203186,False,CHARM,0.00015095240196332866,PASS,0.024178323666552936,-4.851550846660382,False,2.2785631788410705,D^{+},JUNCTIONS,0.00049218,PASS,0.0230053
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c7,-0.0011794611011995589,0.0007740507025660665,True,CHARM,0.00011057528475668086,PASS,0.02539926110119956,-4.643682729588757,False,1.5237517352409997,D^{+},JUNCTIONS,0.000766112,PASS,0.0242198
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c8,-0.0001710104860047322,0.0006576239362633921,True,CHARM,0.00018834403566494475,PASS,0.026458710486004733,-0.646329631578938,False,0.2600429768058791,D^{+},JUNCTIONS,0.000630076,PASS,0.0262877
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c9,-0.0025164689840866464,0.0008273397734227693,False,CHARM,9.939922674869792e-05,PASS,0.027858768984086648,-9.032951116842568,False,3.041639076138958,D^{+},JUNCTIONS,0.000821347,PASS,0.0253423
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c10,-0.0015301751695755567,0.000992670553889226,True,CHARM,0.00025838845224727524,PASS,0.029223175169575556,-5.236170131056232,False,1.5414733151702937,D^{+},JUNCTIONS,0.000958452,PASS,0.027693
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c11,-0.0016164581042401559,0.0010460121959533677,True,CHARM,0.0003597837100025329,PASS,0.028907758104240157,-5.591779543786399,False,1.5453530183430282,D^{+},JUNCTIONS,0.00098219,PASS,0.0272913
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,MB,-0.001582924372891363,0.00014054258688665045,False,CHARM,2.9563631792993432e-05,PASS,0.024020824372891363,-6.589800367874835,False,11.262951735533468,D^{+},JUNCTIONS,0.000137398,PASS,0.0224379
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c1,-0.0008231903415509903,0.0003103387290324462,False,CHARM,7.986184300699585e-05,PASS,0.02076729034155099,-3.963879389233362,False,2.6525543367322517,D^{+},MONASH,0.000299887,PASS,0.0199441
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c2,-0.00017157068466268355,0.0003828293014200114,True,CHARM,0.00014982393530318824,PASS,0.018778770684662684,-0.9136417263075248,False,0.44816497594694077,D^{+},MONASH,0.000352294,PASS,0.0186072
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c3,-0.0006039375902830539,0.0002314367489403105,False,CHARM,7.458537952615321e-05,PASS,0.018277437590283056,-3.3042793186946997,False,2.609514664582566,D^{+},MONASH,0.000219089,PASS,0.0176735
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c4,0.00023498929983157071,0.00042599082408642443,True,CHARM,0.000157075693631545,PASS,0.01803591070016843,1.3028967804180593,False,0.5516299566675559,D^{+},MONASH,0.000395974,PASS,0.0182709
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c5,-0.0004629050017156064,0.00023122655054075422,False,CHARM,9.732375694544452e-05,PASS,0.018294705001715605,-2.530267646689012,False,2.001954363082618,D^{+},MONASH,0.000209747,PASS,0.0178318
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c6,2.34341694724631e-05,0.00036692674519531973,True,CHARM,0.00011302918775091287,PASS,0.018419365830527536,0.12722571280724673,False,0.06386607076022435,D^{+},MONASH,0.000349084,PASS,0.0184428
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c7,0.0006555029596968104,0.00040560433943766515,True,CHARM,0.00010789308638492427,PASS,0.01845899704030319,3.5511298813559145,False,1.6161142669371036,D^{+},MONASH,0.000390991,PASS,0.0191145
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c8,0.00010441896707585538,0.0007412591282151625,True,CHARM,0.00013134334494866,PASS,0.019037681032924143,0.548485747267596,False,0.14086702355663414,D^{+},MONASH,0.00072953,PASS,0.0191421
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c9,0.0005052363302407333,0.0004943318817280841,True,CHARM,0.0001628198814298443,PASS,0.019351963669759265,2.6107755205754697,False,1.0220589626437393,D^{+},MONASH,0.000466748,PASS,0.0198572
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c10,0.0011147359797485726,0.0007139001757315885,True,CHARM,0.00017086994589333968,PASS,0.01974566402025143,5.645472234336023,False,1.561473183006597,D^{+},MONASH,0.00069315,PASS,0.0208604
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,c11,0.000505687088095029,0.001156091822171637,True,CHARM,0.0002991400055026667,PASS,0.02009161291190497,2.5169063843321013,False,0.4374108339812762,D^{+},MONASH,0.00111672,PASS,0.0205973
Lambda_c(+)-bar,HF_SYS_MUF_DOWN,MB,-0.00011208297796575645,0.00014078797658539235,True,CHARM,5.392579855698928e-05,PASS,0.018930082977965758,-0.5920892058223877,False,0.7961118604313102,D^{+},MONASH,0.000130051,PASS,0.018818
B-,HF_SYS_MUR_DOWN,c1,0.005442693602693588,0.005756795068053044,True,BEAUTY,0.001676701366212794,PASS,0.10639730639730641,5.11544303797467,False,0.9454381367329642,B^{+},CLOSEPACKING,0.00550721,PASS,0.11184
B-,HF_SYS_MUR_DOWN,c2,-0.005906599902625029,0.005384073969985992,True,BEAUTY,0.0023781473802480624,PASS,0.10475919990262503,-5.638263663826458,False,1.0970502886015134,B^{+},CLOSEPACKING,0.00483039,PASS,0.0988526
B-,HF_SYS_MUR_DOWN,c3,-0.003803567910734884,0.003497355359515563,True,BEAUTY,0.001218349191460408,PASS,0.09907656791073488,-3.8390186407766858,False,1.0875554582653952,B^{+},CLOSEPACKING,0.00327828,PASS,0.095273
B-,HF_SYS_MUR_DOWN,c4,-0.0013372049106697703,0.0055651523379524155,True,BEAUTY,0.0014279735206638936,PASS,0.09831320491066978,-1.360147817258926,False,0.24028181610600216,B^{+},CLOSEPACKING,0.00537883,PASS,0.096976
B-,HF_SYS_MUR_DOWN,c5,0.007791383284414616,0.003066817377555638,False,BEAUTY,0.0009439562184642044,PASS,0.09090761671558538,8.57066059579015,False,2.5405436076616414,B^{+},CLOSEPACKING,0.00291793,PASS,0.098699
B-,HF_SYS_MUR_DOWN,c6,0.0023401760171306157,0.0033516968838930745,True,BEAUTY,0.0009386431404418554,PASS,0.09100642398286939,2.571440470588229,False,0.6982063409064744,B^{+},CLOSEPACKING,0.00321758,PASS,0.0933466
B-,HF_SYS_MUR_DOWN,c7,-0.0010566909702189875,0.005050493443586038,True,BEAUTY,0.0007056083206039759,PASS,0.08820359097021899,-1.1980135486499275,False,0.20922529293864356,B^{+},CLOSEPACKING,0.00500096,PASS,0.0871469
B-,HF_SYS_MUR_DOWN,c8,0.0018755868898733402,0.0029428477000194245,True,BEAUTY,0.0006376721733066418,PASS,0.08418081311012666,2.228045584947805,False,0.6373373959722619,B^{+},CLOSEPACKING,0.00287293,PASS,0.0860564
B-,HF_SYS_MUR_DOWN,c9,0.00018879089181840503,0.001933548040271903,True,BEAUTY,0.00044012480041383283,PASS,0.0815644091081816,0.23146234231649418,False,0.09763961788705106,B^{+},CLOSEPACKING,0.00188279,PASS,0.0817532
B-,HF_SYS_MUR_DOWN,c10,0.00231080166923818,0.002623353887792193,True,BEAUTY,0.0005315865646293326,PASS,0.07840849833076181,2.9471316482687806,False,0.8808577752286955,B^{+},CLOSEPACKING,0.00256893,PASS,0.0807193
B-,HF_SYS_MUR_DOWN,c11,-0.0017683789818369322,0.002769858804161743,True,BEAUTY,0.0009018735103063632,PASS,0.07794947898183693,-2.2686219394089644,False,0.6384365077309803,B^{+},CLOSEPACKING,0.00261892,PASS,0.0761811
B-,HF_SYS_MUR_DOWN,MB,0.0008299178171733979,0.0012537650276909528,True,BEAUTY,0.00023312900862161167,PASS,0.0854966821828266,0.9707017816184922,False,0.6619404743661176,B^{+},CLOSEPACKING,0.0012319,PASS,0.0863266
B-,HF_SYS_MUR_DOWN,c1,-0.007563983349041764,0.007716504149080763,True,BEAUTY,0.001740855415558867,PASS,0.10889098334904176,-6.9463817080207555,False,0.9802344692502798,B^{+},JUNCTIONS,0.00751757,PASS,0.101327
B-,HF_SYS_MUR_DOWN,c2,-0.001381188954815149,0.005991861583782437,True,BEAUTY,0.0014109041834255668,PASS,0.10684618895481515,-1.292689021785558,False,0.23051082464145584,B^{+},JUNCTIONS,0.00582338,PASS,0.105465
B-,HF_SYS_MUR_DOWN,c3,0.0030618172094539348,0.00439433379229531,True,BEAUTY,0.0011249889003934592,PASS,0.10105618279054607,3.029816805766358,False,0.6967648235603521,B^{+},JUNCTIONS,0.00424789,PASS,0.104118
B-,HF_SYS_MUR_DOWN,c4,0.0013235289404021078,0.005624178805148975,True,BEAUTY,0.0013986954214148806,PASS,0.10080847105959789,1.31291440738114,False,0.23532838948690746,B^{+},JUNCTIONS,0.00544748,PASS,0.102132
B-,HF_SYS_MUR_DOWN,c5,0.005687987454233101,0.004211890375584958,True,BEAUTY,0.0015424865696482429,PASS,0.0969130125457669,5.869167931960597,False,1.350459519840456,B^{+},JUNCTIONS,0.00391928,PASS,0.102601
B-,HF_SYS_MUR_DOWN,c6,0.0032097096094089173,0.003527374750830687,True,BEAUTY,0.001052347093499978,PASS,0.09340439039059108,3.4363583938472355,False,0.9099428997877358,B^{+},JUNCTIONS,0.00336674,PASS,0.0966141
B-,HF_SYS_MUR_DOWN,c7,-0.003311903117011447,0.001328170490550081,False,BEAUTY,0.0006427070217976796,PASS,0.08900990311701144,-3.72082543743212,False,2.4935828198078505,B^{+},JUNCTIONS,0.00116231,PASS,0.085698
B-,HF_SYS_MUR_DOWN,c8,0.0025414372673630975,0.0027498393572986256,True,BEAUTY,0.0007164368597779697,PASS,0.0869187627326369,2.923922508170747,False,0.9242129947037134,B^{+},JUNCTIONS,0.00265487,PASS,0.0894602
B-,HF_SYS_MUR_DOWN,c9,-0.0005295108010432842,0.002260030501057481,True,BEAUTY,0.0009194631336329524,PASS,0.08332651080104328,-0.6354649870166584,False,0.2342936525836811,B^{+},JUNCTIONS,0.00206454,PASS,0.082797
B-,HF_SYS_MUR_DOWN,c10,0.0022168753480482223,0.002084152478603859,True,BEAUTY,0.0005573720987550507,PASS,0.08119342465195178,2.730363151389663,False,1.0636819382491978,B^{+},JUNCTIONS,0.00200824,PASS,0.0834103
B-,HF_SYS_MUR_DOWN,c11,6.34651678500936e-05,0.0016632904348355016,True,BEAUTY,0.0006448034601452383,PASS,0.0803441348321499,0.0789916625310375,False,0.038156395612513855,B^{+},JUNCTIONS,0.00153322,PASS,0.0804076
B-,HF_SYS_MUR_DOWN,MB,0.0008889953912852022,0.0008953188354954563,True,BEAUTY,0.0003470366861989376,PASS,0.0873033046087148,1.0182837812034675,False,0.9929372152583444,B^{+},JUNCTIONS,0.000825325,PASS,0.0881923
B-,HF_SYS_MUR_DOWN,c1,0.00529323045267488,0.0030248389877826506,True,BEAUTY,0.0015343548031697136,PASS,0.11399176954732512,4.643519855595652,False,1.7499213921978263,B^{+},MONASH,0.0026068,PASS,0.119285
B-,HF_SYS_MUR_DOWN,c2,0.0051589217447081115,0.005748276757586058,True,BEAUTY,0.0023448555795409,PASS,0.11164207825529189,4.620947428899709,False,0.8974727491851938,B^{+},MONASH,0.00524827,PASS,0.116801
B-,HF_SYS_MUR_DOWN,c3,0.003223779510083666,0.003930072178387637,True,BEAUTY,0.0008885436799823304,PASS,0.11503522048991634,2.8024282444577513,False,0.820285064435194,B^{+},MONASH,0.00382831,PASS,0.118259
B-,HF_SYS_MUR_DOWN,c4,-0.004820483985486415,0.00455042114394844,True,BEAUTY,0.0016194633022063283,PASS,0.11535148398548642,-4.178952726861261,False,1.0593489773791882,B^{+},MONASH,0.00425249,PASS,0.110531
B-,HF_SYS_MUR_DOWN,c5,0.0026194572468162536,0.004463931247896996,True,BEAUTY,0.0018172699269924754,PASS,0.11514554275318374,2.2749098090849253,False,0.5868050158815297,B^{+},MONASH,0.00407728,PASS,0.117765
B-,HF_SYS_MUR_DOWN,c6,-0.00868765720471494,0.0033781684042108154,False,BEAUTY,0.001234332005219118,PASS,0.11752465720471494,-7.392199570156587,False,2.571706370199295,B^{+},MONASH,0.00314459,PASS,0.108837
B-,HF_SYS_MUR_DOWN,c7,-0.0026749687849673826,0.0032306513234340965,True,BEAUTY,0.0008105801240509663,PASS,0.11567696878496739,-2.3124471647765064,False,0.8279967465272489,B^{+},MONASH,0.00312731,PASS,0.113002
B-,HF_SYS_MUR_DOWN,c8,-0.0013639294976521693,0.0029546750206730144,True,BEAUTY,0.0006201551242947836,PASS,0.11529892949765216,-1.1829507035275146,False,0.4616174327495056,B^{+},MONASH,0.00288886,PASS,0.113935
B-,HF_SYS_MUR_DOWN,c9,-0.002190986135715972,0.002111262231708136,True,BEAUTY,0.00032253592146800974,PASS,0.11645998613571597,-1.881320965608496,False,1.037761251449724,B^{+},MONASH,0.00208648,PASS,0.114269
B-,HF_SYS_MUR_DOWN,c10,-0.0035756286970268086,0.0020457910086773166,True,BEAUTY,0.0005788872936806897,PASS,0.11658962869702681,-3.066849716383042,False,1.7477976400622621,B^{+},MONASH,0.00196218,PASS,0.113014
B-,HF_SYS_MUR_DOWN,c11,-0.0006953060165764968,0.002095256584506971,True,BEAUTY,0.000695319239284961,PASS,0.11801730601657649,-0.5891559806312097,False,0.33184767045612573,B^{+},MONASH,0.00197652,PASS,0.117322
B-,HF_SYS_MUR_DOWN,MB,-0.0016865335272880505,0.0010314685329216422,True,BEAUTY,0.0002682482989294147,PASS,0.11625153352728805,-1.450762390925506,False,1.6350799597452885,B^{+},MONASH,0.000995977,PASS,0.114565
Lambda_b,HF_SYS_MUR_DOWN,c1,0.0006726436588103228,0.003278777277963312,True,BEAUTY,0.0009353532154157095,PASS,0.023007856341189677,2.923539024390232,False,0.20515076255138345,B^{+},CLOSEPACKING,0.00314253,PASS,0.0236805
Lambda_b,HF_SYS_MUR_DOWN,c2,0.00240801450480789,0.0030964045185290136,True,BEAUTY,0.0009494100456424991,PASS,0.02142248549519211,11.240593465909104,False,0.7776808522265843,B^{+},CLOSEPACKING,0.00294726,PASS,0.0238305
Lambda_b,HF_SYS_MUR_DOWN,c3,0.002992647185980621,0.0020601593305429027,True,BEAUTY,0.0007092870667952299,PASS,0.02284095281401938,13.10211185298621,False,1.452628998938633,B^{+},CLOSEPACKING,0.00193421,PASS,0.0258336
Lambda_b,HF_SYS_MUR_DOWN,c4,-0.003206241880427188,0.003382472256265754,True,BEAUTY,0.0009017357488796491,PASS,0.025451641880427187,-12.597387215686274,False,0.9478989441784442,B^{+},CLOSEPACKING,0.00326006,PASS,0.0222454
Lambda_b,HF_SYS_MUR_DOWN,c5,0.00014102658796438447,0.0016548436506856575,True,BEAUTY,0.0004602934896504993,PASS,0.026918773412035614,0.5238967831325118,False,0.08522049071279478,B^{+},CLOSEPACKING,0.00158954,PASS,0.0270598
Lambda_b,HF_SYS_MUR_DOWN,c6,0.0024445605743796325,0.00208450574601536,True,BEAUTY,0.000546764569783973,PASS,0.02933303942562037,8.333812732152396,False,1.1727291129096362,B^{+},CLOSEPACKING,0.00201152,PASS,0.0317776
Lambda_b,HF_SYS_MUR_DOWN,c7,-0.0008645614940817684,0.0016188305486076597,True,BEAUTY,0.0006104276338808525,PASS,0.03097186149408177,-2.7914418196884045,False,0.5340654677077655,B^{+},CLOSEPACKING,0.00149933,PASS,0.0301073
Lambda_b,HF_SYS_MUR_DOWN,c8,0.000210516074018903,0.001953916044129817,True,BEAUTY,0.0006574659741065797,PASS,0.0336299839259811,0.6259773257169688,False,0.10774059338494096,B^{+},CLOSEPACKING,0.00183998,PASS,0.0338405
Lambda_b,HF_SYS_MUR_DOWN,c9,0.001476016599923996,0.000908666759939303,True,BEAUTY,0.0005701809322816671,PASS,0.036198883400076,4.077519694767428,False,1.624376135452111,B^{+},CLOSEPACKING,0.000707509,PASS,0.0376749
Lambda_b,HF_SYS_MUR_DOWN,c10,0.00045952861466674183,0.0017218351884501753,True,BEAUTY,0.0003186126271591417,PASS,0.03814787138533326,1.2045983117249817,False,0.266883043016657,B^{+},CLOSEPACKING,0.0016921,PASS,0.0386074
Lambda_b,HF_SYS_MUR_DOWN,c11,0.0013122926605800556,0.0013469936378890952,True,BEAUTY,0.0005760996477291917,PASS,0.039242507339419946,3.3440591581716523,False,0.9742382025178528,B^{+},CLOSEPACKING,0.00121758,PASS,0.0405548
Lambda_b,HF_SYS_MUR_DOWN,MB,0.0007459618698623383,0.00034375267188955973,False,BEAUTY,0.00022178538321136336,PASS,0.033295038130137664,2.2404595752275656,False,2.1700540268149524,B^{+},CLOSEPACKING,0.000262635,PASS,0.034041
Lambda_b,HF_SYS_MUR_DOWN,c1,-0.00032654150172791926,0.002785176626050057,True,BEAUTY,0.0006586339240394317,PASS,0.02331134150172792,-1.4007838274932176,False,0.11724265480104257,B^{+},JUNCTIONS,0.00270618,PASS,0.0229848
Lambda_b,HF_SYS_MUR_DOWN,c2,-0.004557387950707446,0.0019488837678114173,False,BEAUTY,0.0009425105134898106,PASS,0.025650387950707447,-17.76732562277582,False,2.3384606234497816,B^{+},JUNCTIONS,0.00170582,PASS,0.021093
Lambda_b,HF_SYS_MUR_DOWN,c3,-0.00014687722593877822,0.0032556418373137714,True,BEAUTY,0.0006119069442879285,PASS,0.025244877225938777,-0.5818100227790525,False,0.04511467577771594,B^{+},JUNCTIONS,0.00319762,PASS,0.025098
Lambda_b,HF_SYS_MUR_DOWN,c4,-0.00041098402375330453,0.0025231681927570387,True,BEAUTY,0.0008038933427643372,PASS,0.026972884023753304,-1.5236932891246522,False,0.1628841172511083,B^{+},JUNCTIONS,0.00239168,PASS,0.0265619
Lambda_b,HF_SYS_MUR_DOWN,c5,-0.001702389581634236,0.0034504150353726576,True,BEAUTY,0.0007537927642433957,PASS,0.028787589581634236,-5.9136232188064755,False,0.49338690104866517,B^{+},JUNCTIONS,0.00336707,PASS,0.0270852
Lambda_b,HF_SYS_MUR_DOWN,c6,-0.0031414034849142902,0.002182817328342818,True,BEAUTY,0.000515677445709698,PASS,0.03097330348491429,-10.142293948220045,False,1.4391508827260526,B^{+},JUNCTIONS,0.00212103,PASS,0.0278319
Lambda_b,HF_SYS_MUR_DOWN,c7,0.002104163057721639,0.0014639165149835348,True,BEAUTY,0.0005578993898917058,PASS,0.03356533694227836,6.2688572480000015,False,1.4373518135665717,B^{+},JUNCTIONS,0.00135344,PASS,0.0356695
Lambda_b,HF_SYS_MUR_DOWN,c8,-0.0008195085400991703,0.0010352516479218707,True,BEAUTY,0.00030565533910590975,PASS,0.03509540854009917,-2.335087620258985,False,0.7916032220226108,B^{+},JUNCTIONS,0.000989101,PASS,0.0342759
Lambda_b,HF_SYS_MUR_DOWN,c9,-0.0006560975088010651,0.0015135889576519635,True,BEAUTY,0.0007443198558589969,PASS,0.03871299750880106,-1.6947732054380626,False,0.4334713896293692,B^{+},JUNCTIONS,0.00131793,PASS,0.0380569
Lambda_b,HF_SYS_MUR_DOWN,c10,-0.0012976571624327,0.0011299132916752605,True,BEAUTY,0.0005709769659236898,PASS,0.0415365571624327,-3.1241326943831353,False,1.1484572949033414,B^{+},JUNCTIONS,0.000975033,PASS,0.0402389
Lambda_b,HF_SYS_MUR_DOWN,c11,-0.00044630894331384313,0.0014459762581380624,True,BEAUTY,0.00038752477688394654,PASS,0.043640508943313845,-1.0226941759399946,False,0.3086557893340109,B^{+},JUNCTIONS,0.00139308,PASS,0.0431942
Lambda_b,HF_SYS_MUR_DOWN,MB,-0.0008359956088302839,0.0004541810794438009,True,BEAUTY,0.00030652287193737467,PASS,0.03653049560883028,-2.2884869063429956,False,1.8406658636111848,B^{+},JUNCTIONS,0.000335148,PASS,0.0356945
Lambda_b,HF_SYS_MUR_DOWN,c1,-0.0036294336722343286,0.002251729008910283,True,BEAUTY,0.0006938236236019105,PASS,0.02125393367223433,-17.076526765375863,False,1.611843013911688,B^{+},MONASH,0.00214217,PASS,0.0176245
Lambda_b,HF_SYS_MUR_DOWN,c2,0.0029786023091725386,0.002393262798459084,True,BEAUTY,0.0008398286001251731,PASS,0.01982039769082746,15.027964401294454,False,1.2445780342594757,B^{+},MONASH,0.00224107,PASS,0.022799
Lambda_b,HF_SYS_MUR_DOWN,c3,-1.6142352811436556e-05,0.002396283910603779,True,BEAUTY,0.0004961851042892566,PASS,0.019533242352811436,-0.08264041637262118,False,0.006736410798405458,B^{+},MONASH,0.00234435,PASS,0.0195171
Lambda_b,HF_SYS_MUR_DOWN,c4,-0.0024245048918008875,0.0019773182572142777,True,BEAUTY,0.0006547440701624621,PASS,0.020021404891800886,-12.10956426336378,False,1.226158147761516,B^{+},MONASH,0.00186577,PASS,0.0175969
Lambda_b,HF_SYS_MUR_DOWN,c5,0.0031251510814635196,0.0019052029255324941,True,BEAUTY,0.0004017165301024778,PASS,0.01901404891853648,16.43601052491698,False,1.6403245237459714,B^{+},MONASH,0.00186237,PASS,0.0221392
Lambda_b,HF_SYS_MUR_DOWN,c6,0.00020001746451767805,0.0015763608360590503,True,BEAUTY,0.0005025423299193692,PASS,0.018871782535482322,1.0598758444869185,False,0.12688558351762136,B^{+},MONASH,0.00149411,PASS,0.0190718
Lambda_b,HF_SYS_MUR_DOWN,c7,-0.0010357952193540826,0.001090375203620212,True,BEAUTY,0.00023577003259493898,PASS,0.019446695219354083,-5.326330297619002,False,0.9499438504425674,B^{+},MONASH,0.00106458,PASS,0.0184109
Lambda_b,HF_SYS_MUR_DOWN,c8,-0.0011311522809583155,0.0009193216776088067,True,BEAUTY,0.0002814032858469685,PASS,0.019799152280958316,-5.713134910559744,False,1.2304205464843263,B^{+},MONASH,0.000875194,PASS,0.018668
Lambda_b,HF_SYS_MUR_DOWN,c9,0.0007501018157347467,0.0009133220827109856,True,BEAUTY,0.00020835787991706082,PASS,0.019462698184265253,3.8540484399083548,False,0.8212894771012683,B^{+},MONASH,0.000889238,PASS,0.0202128
Lambda_b,HF_SYS_MUR_DOWN,c10,-0.0008141818358967448,0.0006500651979262735,True,BEAUTY,0.00011308801061971646,PASS,0.019260081835896746,-4.22730205839147,False,1.252461812282842,B^{+},MONASH,0.000640153,PASS,0.0184459
Lambda_b,HF_SYS_MUR_DOWN,c11,0.0008825290027762549,0.0011960445884778576,True,BEAUTY,0.0003098588606562151,PASS,0.019109570997223744,4.618256489925752,False,0.7378729951024674,B^{+},MONASH,0.00115521,PASS,0.0199921
Lambda_b,HF_SYS_MUR_DOWN,MB,-3.5639054996677855e-05,0.00022020964410680917,True,BEAUTY,9.650098256830112e-05,PASS,0.019420239054996676,-0.18351501696632413,False,0.16184148129040027,B^{+},MONASH,0.000197939,PASS,0.0193846
D-,HF_SYS_MUR_DOWN,c1,-0.0020945108527025413,0.001289319596313271,True,CHARM,0.00023349736923018277,PASS,0.17961051085270255,-1.1661404684830703,False,1.6245086623143434,D^{+},CLOSEPACKING,0.001268,PASS,0.177516
D-,HF_SYS_MUR_DOWN,c2,-0.0024717582525792814,0.0016753965201487184,True,CHARM,0.0005345850234774958,PASS,0.1782937582525793,-1.3863403165677135,False,1.4753273167595413,D^{+},CLOSEPACKING,0.00158782,PASS,0.175822
D-,HF_SYS_MUR_DOWN,c3,-0.001704100239426215,0.0006412213701813554,False,CHARM,0.00024103103360616213,PASS,0.1759331002394262,-0.9686069517942423,False,2.6575849132168625,D^{+},CLOSEPACKING,0.000594196,PASS,0.174229
D-,HF_SYS_MUR_DOWN,c4,0.001217738036838223,0.001143273314127112,True,CHARM,0.0003446413537217927,PASS,0.1737752619631618,0.7007545395594733,False,1.0651329142305441,D^{+},CLOSEPACKING,0.00109009,PASS,0.174993
