category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2691688.0,2691688.0,0.0,0.0
2,kMultiplyHeavy,2103.0,2103.0,0.0,0.0
4,kExcludedVector,1848803.0,1848803.0,0.0,0.0
5,kExcludedExcited,82202.0,82202.0,0.0,0.0
