category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2523823.0,2523823.0,0.0,0.0
2,kMultiplyHeavy,2719.0,2719.0,0.0,0.0
4,kExcludedVector,1867053.0,1867053.0,0.0,0.0
5,kExcludedExcited,270414.0,270414.0,0.0,0.0
