category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2531553.0,2531553.0,0.0,0.0
2,kMultiplyHeavy,2859.0,2859.0,0.0,0.0
4,kExcludedVector,1865835.0,1865835.0,0.0,0.0
5,kExcludedExcited,269643.0,269643.0,0.0,0.0
