tune,flavour,trigger,associate,context,activity_id,bin_index,dphi_low,dphi_high,value,stat_error,status
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,51,1.5707964999999997,1.63362835,0.00077394931473237754,1.7627355265534441e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,52,1.63362835,1.6964601999999998,0.00085527007606295356,1.7839934314264302e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,53,1.6964601999999998,1.75929205,0.00099337516211574196,2.3286774896086273e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,54,1.75929205,1.8221238999999998,0.0010796032107679905,3.4885489302060643e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,55,1.8221238999999998,1.88495575,0.0012170072557748256,2.8284065883345816e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,56,1.88495575,1.9477875999999994,0.0012899155245539625,4.0707966495065263e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,57,1.9477875999999994,2.0106194499999996,0.0013880612709874162,3.5326828974121281e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,58,2.0106194499999996,2.0734512999999994,0.0015752392302569316,3.6847325573019683e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,59,2.0734512999999994,2.1362831499999997,0.0015878579690840899,4.0611557170674799e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,60,2.1362831499999997,2.1991149999999995,0.0017869536261348102,3.5376762609869942e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,61,2.1991149999999995,2.2619468499999997,0.0018493462792246488,3.5124022101792982e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,62,2.2619468499999997,2.3247786999999995,0.0020260086228048651,4.3952754544475053e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,63,2.3247786999999995,2.3876105499999998,0.0021115356304111607,3.4401172396304133e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,64,2.3876105499999998,2.4504423999999996,0.0023113323285078344,4.2549802577796968e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,65,2.4504423999999996,2.51327425,0.0023751270636895791,3.7342353360094429e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,66,2.51327425,2.5761061,0.0024865925899961441,3.9358167669137321e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,67,2.5761061,2.6389379499999994,0.0025742227207402996,4.3521642762441598e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,68,2.6389379499999994,2.7017697999999997,0.0027228434224823863,4.0532718311206839e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,69,2.7017697999999997,2.76460165,0.0027796277472045988,5.3399815185012024e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,70,2.76460165,2.8274335,0.0029527848855550494,3.1573527573183224e-05,available_central_sem_only
MONASH,beauty,bplus,bminus,os_minus_ss,integrated_0_100,71,2.8274335,2.8902653499999995,0.0029759192400715061,4.6630313776712281e-05,available_central_sem_only
