tune,flavour,trigger,associate,context,activity_id,bin_index,dphi_low,dphi_high,value,stat_error,status
MONASH,beauty,bplus,bminus,ss,integrated_0_100,96,4.398229749999999,4.461061599999999,9.8145746433453671e-06,2.149111224699971e-06,available_central_sem_only
MONASH,beauty,bplus,bminus,ss,integrated_0_100,97,4.461061599999999,4.523893449999999,1.4721861965018052e-05,3.2189491204884658e-06,available_central_sem_only
MONASH,beauty,bplus,bminus,ss,integrated_0_100,98,4.523893449999999,4.5867252999999995,1.6123944056924534e-05,2.9711714167462717e-06,available_central_sem_only
MONASH,beauty,bplus,bminus,ss,integrated_0_100,99,4.5867252999999995,4.64955715,9.8145746433453671e-06,1.5436468859245306e-06,available_central_sem_only
MONASH,beauty,bplus,bminus,ss,integrated_0_100,100,4.64955715,4.712389,1.5422903010971292e-05,2.5202767361394514e-06,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,1,-1.570796,-1.50796415,0.00065155890723062244,3.8478847105148044e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,2,-1.50796415,-1.4451323,0.00058430121358100983,3.3588243854774295e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,3,-1.4451323,-1.38230045,0.00051283991407829641,2.7893418152119723e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,4,-1.38230045,-1.3194686,0.00047500746140038925,4.2372523832007299e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,5,-1.3194686,-1.2566367500000002,0.00044558222042868375,3.6989541255685997e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,6,-1.2566367500000002,-1.1938049000000002,0.00043717500872248214,3.4980140059458708e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,7,-1.1938049000000002,-1.1309730500000001,0.00037832452677907108,5.0645652378765362e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,8,-1.1309730500000001,-1.0681412000000001,0.00034049207410116397,4.385535680279201e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,9,-1.0681412000000001,-1.00530935,0.00031947404483566002,1.8038140143186839e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,10,-1.00530935,-0.9424775000000001,0.00017655144583023319,2.1664277552652151e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,11,-0.9424775000000001,-0.8796456500000002,0.00018495865753643477,3.3329791459603814e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,12,-0.8796456500000002,-0.8168138000000001,0.00017655144583023319,2.1501736304675806e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,13,-0.8168138000000001,-0.7539819500000001,0.00010509014632751975,1.6870054820920579e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,14,-0.7539819500000001,-0.6911501000000002,0.00010088654047441896,2.0061544730354208e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,15,-0.6911501000000002,-0.6283182500000002,0.00012190456973992291,2.9449892245954955e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,16,-0.6283182500000002,-0.5654864000000002,6.3054087796511851e-05,1.2958970995747693e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,17,-0.5654864000000002,-0.5026545500000001,7.5664905355814216e-05,2.3262934164737002e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,18,-0.5026545500000001,-0.4398227000000001,0.00010088654047441896,2.1059460904205907e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,19,-0.4398227000000001,-0.3769908500000001,5.8850481943411063e-05,6.8190982259421034e-06,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,20,-0.3769908500000001,-0.3141590000000001,5.044327023720948e-05,1.3633438634393882e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,21,-0.3141590000000001,-0.2513271500000003,4.2036058531007896e-05,1.2602843199967664e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,22,-0.2513271500000003,-0.18849530000000025,5.044327023720948e-05,1.0546954895204863e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,23,-0.18849530000000025,-0.12566345000000023,5.044327023720948e-05,1.0525744525366045e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,24,-0.12566345000000023,-0.06283160000000021,3.7832452677907108e-05,1.4635686273085067e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,25,-0.06283160000000021,2.499999998128999e-07,4.2036058531007896e-05,1.6601425398255995e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,26,2.499999998128999e-07,0.06283209999999984,5.4646876090310268e-05,1.4020304619047158e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,27,0.06283209999999984,0.12566394999999986,4.6239664384108691e-05,1.1647725826021145e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,28,0.12566394999999986,0.18849579999999966,5.8850481943411063e-05,1.2884314891169618e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,29,0.18849579999999966,0.2513276499999997,7.1461299502713428e-05,2.1913681259450401e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,30,0.2513276499999997,0.3141594999999997,5.4646876090310268e-05,1.255671673346565e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,31,0.3141594999999997,0.3769913499999997,5.4646876090310268e-05,1.0899270609122443e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,32,0.3769913499999997,0.43982319999999975,8.4072117062015792e-05,2.4420065658081385e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,33,0.43982319999999975,0.50265505,5.8850481943411063e-05,1.4278944497774209e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,34,0.50265505,0.5654868999999998,0.00011770096388682213,2.1346952762336814e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,35,0.5654868999999998,0.62831875,0.00014292259900542686,2.3789265723544624e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,36,0.62831875,0.6911505999999998,0.00011770096388682213,2.3116723839279365e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,37,0.6911505999999998,0.7539824499999996,0.00012190456973992291,2.7469656136872344e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,38,0.7539824499999996,0.8168142999999999,0.00018495865753643477,2.9732783827872653e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,39,0.8168142999999999,0.8796461499999997,0.00013451538729922528,1.3779494405945767e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,40,0.8796461499999997,0.9424779999999999,0.00017234783997713239,3.3767982704858247e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,41,0.9424779999999999,1.0053098499999993,0.00018916226338953554,1.5840589657748533e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,42,1.0053098499999993,1.0681416999999995,0.0002143838985081403,3.5419575641170636e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,43,1.0681416999999995,1.1309735499999998,0.00023960553362674503,2.952321981275778e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,44,1.1309735499999998,1.1938053999999996,0.00041195337360387744,6.1346782552570614e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,45,1.1938053999999996,1.2566372499999998,0.00031106683312945847,3.2003808308917363e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,46,1.2566372499999998,1.3194690999999996,0.0004581930379879861,2.6159466642901845e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,47,1.3194690999999996,1.3823009499999999,0.00048761827895969166,4.6877337992235489e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,48,1.3823009499999999,1.4451327999999997,0.00067678054234922714,4.3599629676557627e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,49,1.4451327999999997,1.50796465,0.00071040938917403356,4.7581471497364044e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,50,1.50796465,1.5707964999999997,0.00075664905355814216,7.7424503751362858e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,51,1.5707964999999997,1.63362835,0.00083231395891395638,5.6456078692310022e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,52,1.63362835,1.6964601999999998,0.0009458113169476777,6.9020810103475051e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,53,1.6964601999999998,1.75929205,0.00091218247012287139,4.1830119656692084e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,54,1.75929205,1.8221238999999998,0.0010929375218062054,7.7703440546234731e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,55,1.8221238999999998,1.88495575,0.0012863033910488417,8.3602814471385914e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,56,1.88495575,1.9477875999999994,0.0013577646905515552,8.3513609980150115e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,57,1.9477875999999994,2.0106194499999996,0.0013283394495798497,5.6519073958380895e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,58,2.0106194499999996,2.0734512999999994,0.0015259089246755868,8.3595350698295736e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,59,2.0734512999999994,2.1362831499999997,0.0015847594066189978,8.0749756974892378e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,60,2.1362831499999997,2.1991149999999995,0.0016141846475907033,6.7513249167532163e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,61,2.1991149999999995,2.2619468499999997,0.0019672875392511696,9.9062625814855295e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,62,2.2619468499999997,2.3247786999999995,0.0018916226338953554,5.7635276286742745e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,63,2.3247786999999995,2.3876105499999998,0.0021396353792283019,0.00012203863096672089,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,64,2.3876105499999998,2.4504423999999996,0.0021732642260531084,7.6890900780488683e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,65,2.4504423999999996,2.51327425,0.002484331059182567,0.00010292684237068493,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,66,2.51327425,2.5761061,0.0025221635118604742,9.906128654342128e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,67,2.5761061,2.6389379499999994,0.00276597265134032,7.0107960010776723e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,68,2.6389379499999994,2.7017697999999997,0.0026356608698941955,8.4113486741422557e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,69,2.7017697999999997,2.76460165,0.0027911942864589246,9.5215051574705487e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,70,2.76460165,2.8274335,0.0030770394844697783,0.0001370822180219309,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,71,2.8274335,2.8902653499999995,0.0031148719371476854,0.00011239165741159972,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,72,2.8902653499999995,2.9530971999999998,0.0031232791488538868,0.00011108565588366339,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,73,2.9530971999999998,3.015929049999999,0.0032788125654186163,0.00011060708089196928,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,74,3.015929049999999,3.0787608999999994,0.0032367765068876081,9.6045825215388704e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,75,3.0787608999999994,3.1415927499999996,0.0032199620834752053,0.00016286336669563603,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,76,3.1415927499999996,3.2044246,0.0031316863605600886,0.00010762704127241193,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,77,3.2044246,3.267256449999999,0.0032451837185938099,0.00010337052200346528,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,78,3.267256449999999,3.3300882999999994,0.0032115548717690035,0.00011213637474193411,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,79,3.3300882999999994,3.3929201499999997,0.0030434106376449718,0.00012736986978099588,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,80,3.3929201499999997,3.455752,0.0029257096737581498,0.00012750601946737359,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,81,3.455752,3.5185838499999993,0.0029551349147298555,7.8193529200386815e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,82,3.5185838499999993,3.5814156999999986,0.0026945113518376065,9.7731901609827464e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,83,3.5814156999999986,3.644247549999999,0.0027113257752500097,9.3315772751742827e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,84,3.644247549999999,3.707079399999999,0.0026734933225721026,9.5018373173166119e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,85,3.707079399999999,3.7699112499999994,0.0023750373070019464,0.00010212005737222815,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,86,3.7699112499999994,3.8327430999999996,0.00234140846017714,6.5210020428380485e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,87,3.8327430999999996,3.895574949999999,0.0023960553362674503,0.00011889558890574247,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,88,3.895574949999999,3.9584067999999992,0.0020681740797255889,0.00011518679570576041,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,89,3.9584067999999992,4.021238649999999,0.0019588803275449682,8.4588244804047636e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,90,4.021238649999999,4.084070499999999,0.0020177308094883792,0.00011070768520921513,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,91,4.084070499999999,4.1469023499999995,0.0017192747939182231,6.6341519530566104e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,92,4.1469023499999995,4.2097342,0.0016730351295341144,7.0850001752196154e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,93,4.2097342,4.27256605,0.0015931666183251994,8.3959202190517408e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,94,4.27256605,4.3353979,0.0013157286320205472,6.5371929029738577e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,95,4.3353979,4.398229749999999,0.0012148420915461284,7.1580597763081942e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,96,4.398229749999999,4.461061599999999,0.00122324930325233,6.2490333365744263e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,97,4.461061599999999,4.523893449999999,0.0011265663686310116,4.9406274507190221e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,98,4.523893449999999,4.5867252999999995,0.0010929375218062054,5.6682850149729515e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,99,4.5867252999999995,4.64955715,0.00091218247012287139,5.6411851085143319e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os,integrated_0_100,100,4.64955715,4.712389,0.00078187068867674697,7.5275905682922512e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,1,-1.570796,-1.50796415,0.00063894808967132003,3.9187726563337519e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,2,-1.50796415,-1.4451323,0.00057589400187480822,3.464649407099607e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,3,-1.4451323,-1.38230045,0.00049602549066589321,2.85188174017352e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,4,-1.38230045,-1.3194686,0.0004539894321348853,4.3535386896054523e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,5,-1.3194686,-1.2566367500000002,0.00044137861457558294,3.5403521413533504e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,6,-1.2566367500000002,-1.1938049000000002,0.00041615697945697819,3.4160323733837628e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,7,-1.1938049000000002,-1.1309730500000001,0.00036571370921976873,4.94100872541648e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,8,-1.1309730500000001,-1.0681412000000001,0.00031947404483566002,4.5553331735166642e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,9,-1.0681412000000001,-1.00530935,0.00029004880386395446,2.3058835685706553e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,10,-1.00530935,-0.9424775000000001,0.00016814423412403161,2.2721481941268663e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,11,-0.9424775000000001,-0.8796456500000002,0.00017655144583023319,3.5916412170206527e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,12,-0.8796456500000002,-0.8168138000000001,0.00016394062827093081,1.9230303808522228e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,13,-0.8168138000000001,-0.7539819500000001,9.6682934621318171e-05,1.9850577535434357e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,14,-0.7539819500000001,-0.6911501000000002,9.6682934621318171e-05,2.1803008607227545e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,15,-0.6911501000000002,-0.6283182500000002,0.00011349735803372134,3.1749502648397829e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,16,-0.6283182500000002,-0.5654864000000002,4.6239664384108691e-05,1.7146935828010809e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,17,-0.5654864000000002,-0.5026545500000001,7.1461299502713428e-05,2.347809609436603e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,18,-0.5026545500000001,-0.4398227000000001,7.9868511208915018e-05,2.3933928164651602e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,19,-0.4398227000000001,-0.3769908500000001,5.4646876090310275e-05,6.3640554756370638e-06,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,20,-0.3769908500000001,-0.3141590000000001,4.6239664384108691e-05,1.5842222073714264e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,21,-0.3141590000000001,-0.2513271500000003,4.2036058531007896e-05,1.2602843199967664e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,22,-0.2513271500000003,-0.18849530000000025,4.2036058531007896e-05,1.2587737520817921e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,23,-0.18849530000000025,-0.12566345000000023,3.362884682480632e-05,1.3716657376432946e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,24,-0.12566345000000023,-0.06283160000000021,2.9425240971705528e-05,1.406678843579451e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,25,-0.06283160000000021,2.499999998128999e-07,3.7832452677907108e-05,1.4610439251782341e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,26,2.499999998128999e-07,0.06283209999999984,3.362884682480632e-05,1.8564425261547365e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,27,0.06283209999999984,0.12566394999999986,2.5221635118604743e-05,1.4336758492062876e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,28,0.12566394999999986,0.18849579999999966,5.8850481943411063e-05,1.2884314891169618e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,29,0.18849579999999966,0.2513276499999997,7.1461299502713428e-05,2.1913681259450401e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,30,0.2513276499999997,0.3141594999999997,3.362884682480632e-05,1.5049728969682446e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,31,0.3141594999999997,0.3769913499999997,3.7832452677907108e-05,9.8012065529298519e-06,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,32,0.3769913499999997,0.43982319999999975,6.7257693649612639e-05,3.0951635049810646e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,33,0.43982319999999975,0.50265505,4.2036058531007903e-05,1.8799216317018911e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,34,0.50265505,0.5654868999999998,9.2479328768217383e-05,2.1347865994071437e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,35,0.5654868999999998,0.62831875,0.0001219045697399229,2.3982790361807819e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,36,0.62831875,0.6911505999999998,0.00010509014632751976,2.2606322231842795e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,37,0.6911505999999998,0.7539824499999996,0.00011770096388682213,2.7726571962628771e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,38,0.7539824499999996,0.8168142999999999,0.00017655144583023319,3.0758063480295923e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,39,0.8168142999999999,0.8796461499999997,0.0001261081755930237,1.5355252610598744e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,40,0.8796461499999997,0.9424779999999999,0.00016394062827093081,3.5475379703297099e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,41,0.9424779999999999,1.0053098499999993,0.00016394062827093081,1.712264546087885e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,42,1.0053098499999993,1.0681416999999995,0.00020597668680193872,3.651708052334313e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,43,1.0681416999999995,1.1309735499999998,0.00023540192777364422,3.2175140487042717e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,44,1.1309735499999998,1.1938053999999996,0.00039513895019147429,5.9848924416495947e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,45,1.1938053999999996,1.2566372499999998,0.00030686322727635767,3.428234553942671e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,46,1.2566372499999998,1.3194690999999996,0.0004581930379879861,2.6159466642901845e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,47,1.3194690999999996,1.3823009499999999,0.00047921106725349005,4.7255646816504736e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,48,1.3823009499999999,1.4451327999999997,0.00067257693649612634,4.2472072763938899e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,49,1.4451327999999997,1.50796465,0.00069779857161473115,4.8712773258474704e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,50,1.50796465,1.5707964999999997,0.00074824184185194056,7.5327440586256991e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,51,1.5707964999999997,1.63362835,0.00081549953550155317,5.5597181814548656e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,52,1.63362835,1.6964601999999998,0.00093320049938837529,6.9844854674527945e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,53,1.6964601999999998,1.75929205,0.00089116444085736749,4.1834383232479299e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,54,1.75929205,1.8221238999999998,0.0010845303101000038,7.8946366524331731e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,55,1.8221238999999998,1.88495575,0.0012778961793426401,8.3843409290729513e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,56,1.88495575,1.9477875999999994,0.001340950267139152,8.0481161097152278e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,57,1.9477875999999994,2.0106194499999996,0.0012905069969019426,6.0332696552327811e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,58,2.0106194499999996,2.0734512999999994,0.0015132981071162845,8.6776550467635013e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,59,2.0734512999999994,2.1362831499999997,0.0015721485890596955,8.1215769865340912e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,60,2.1362831499999997,2.1991149999999995,0.001601573830031401,7.3249066440004719e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,61,2.1991149999999995,2.2619468499999997,0.0019462695099856657,0.00010141832723654298,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,62,2.2619468499999997,2.3247786999999995,0.0018832154221891538,5.8129351461653101e-05,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,63,2.3247786999999995,2.3876105499999998,0.0021354317733752013,0.00012269058700028053,available_central_sem_only
MONASH,beauty,lambdabbar,bminus,os_minus_ss,integrated_0_100,64,2.3876105499999998,2.4504423999999996,0.0021522461967876045,7.448151085723864e-05,available_central_sem_only
