tune,flavour,trigger,os_associate,ss_associate,quantity,activity_id,percentile_low,percentile_high,nch_low,nch_high,estimator,n_os,n_ss,n_trigger,value,status
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_01,,,142269.0,0.0002600707111176714,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_02,,,143050.0,0.0002097168822090179,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_03,,,142514.0,0.0002947078883478116,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_04,,,143011.0,0.0002657138262091726,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_05,,,142495.0,0.00027369381381802863,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_06,,,142148.0,0.0002180825618369587,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_07,,,142363.0,0.0003020447728693551,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_08,,,142878.0,0.00016797547558056525,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_09,,,143062.0,0.0002726090785813144,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_10,,,142660.0,0.00023832889387354552,available_derived_no_component_counts
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,central,366,9,1426450,0.00025027165340530685,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,central,8,0,54582,0.0001465684657945843,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield_sem,integrated_0_100,0.0,100.0,0,269,central,,,,1.3179608648968206e-05,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_01,,,,0.002221021669968185,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_02,,,,0.0017999640007199864,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_03,,,,0.0025548999330859555,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_04,,,,0.0023134055765250206,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_05,,,,0.0023689485512968476,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_06,,,,0.001865671641791045,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_07,,,,0.002596304794106992,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_08,,,,0.0014287415168472443,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_09,,,,0.0023389708528247567,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,block_10,,,,0.0020577376989650794,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_to_reference,integrated_0_100,0.0,100.0,0,269,central,,,,0.0021528460383411618,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_ratio_sem,integrated_0_100,0.0,100.0,0,269,central,,,,0.00011596988324112121,available_derived
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,central,112,4,401483,0.0002690026725913675,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,central,103,2,320108,0.00031551851250203054,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,central,58,2,175058,0.0003198939779958642,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,central,28,0,129585,0.00021607439132615658,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,central,19,0,83140,0.00022853019004089487,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,central,10,0,79152,0.00012633919547200325,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,central,3,0,38309,7.831057975932548e-05,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,central,10,0,37197,0.0002688388848563056,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,central,10,0,66526,0.00015031716922706912,available_count_backed
MONASH,beauty,bplus,bcminus,bcplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,central,5,1,41310,9.682885499878964e-05,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_01,,,142269.0,0.11709508044619699,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_01,,,5448.0,0.11839207048458147,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_02,,,143050.0,0.11651170919258999,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_02,,,5546.0,0.12080778939776417,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_03,,,142514.0,0.11535007087023029,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_03,,,5323.0,0.12305091114033438,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_04,,,143011.0,0.11485829761347027,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_04,,,5496.0,0.12245269286754004,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_05,,,142495.0,0.11553387838169757,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_05,,,5449.0,0.12130666177280233,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_06,,,142148.0,0.11689225314460984,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_06,,,5430.0,0.11915285451197051,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_07,,,142363.0,0.11633640763400602,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_07,,,5352.0,0.12443946188340806,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_08,,,142878.0,0.11756883495009725,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_08,,,5559.0,0.1320381363554596,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_09,,,143062.0,0.11655086605807274,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_09,,,5480.0,0.133029197080292,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,block_10,,,142660.0,0.11582083274919389,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,block_10,,,5499.0,0.11456628477905072,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,integrated_0_100,0.0,100.0,0,269,central,167619,1792,1426450,0.11625153352728805,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_0_1,0.0,1.0,46,269,central,6883,173,54582,0.1229343006852076,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,integrated_0_100,0.0,100.0,0,269,central,,,,0.00026824829892941471,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_0_1,0.0,1.0,46,269,central,,,,0.0018239846702245777,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_01,,,39806.0,0.1170426568858966,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_02,,,40194.0,0.11703239289446186,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_03,,,40123.0,0.11469730578471204,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_04,,,40104.0,0.1123079992020746,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_05,,,39911.0,0.11620856405502242,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_06,,,40179.0,0.11832051569227708,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_07,,,40221.0,0.11777429700902514,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_08,,,40348.0,0.11663527312382274,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_09,,,40327.0,0.11758871227713438,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,block_10,,,40270.0,0.11609138316364535,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_1_10,1.0,10.0,26,45,central,47555,834,401483,0.11637105431612298,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_1_10,1.0,10.0,26,45,central,,,,0.00055402434641514773,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_01,,,31901.0,0.11651672361367987,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_02,,,32197.0,0.1171537720905675,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_03,,,31903.0,0.1154750336958907,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_04,,,32029.0,0.11811171126166911,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_05,,,32033.0,0.11494396403708677,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_06,,,31795.0,0.11684227079729514,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_07,,,32314.0,0.11821501516370614,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_08,,,31998.0,0.11735108444277767,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_09,,,32195.0,0.1173784749184656,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,block_10,,,31743.0,0.11580505938317108,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_10_20,10.0,20.0,18,25,central,37783,400,320108,0.1167824609194397,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_10_20,10.0,20.0,18,25,central,,,,0.00034567808285709329,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_01,,,17716.0,0.11656130051930455,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_02,,,17609.0,0.11499801238003293,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_03,,,17482.0,0.11211531861343095,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_04,,,17560.0,0.11571753986332574,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_05,,,17578.0,0.11485948344521561,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_06,,,17509.0,0.11765377805699928,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_07,,,17401.0,0.11453364749152344,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_08,,,17470.0,0.11671436748712077,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_09,,,17309.0,0.11225374082847074,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,block_10,,,17424.0,0.11753902662993572,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_20_30,20.0,30.0,14,17,central,20350,166,175058,0.11529892949765216,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_20_30,20.0,30.0,14,17,central,,,,0.00062015512429478361,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_01,,,12934.0,0.11790629349002628,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_02,,,12955.0,0.11871864145117714,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_03,,,13172.0,0.11638323716975402,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_04,,,12960.0,0.11388888888888887,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_05,,,12944.0,0.11611557478368356,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_06,,,12826.0,0.11765164509589895,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_07,,,12730.0,0.11728201099764335,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_08,,,12986.0,0.11512397967041434,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_09,,,13001.0,0.11022229059303136,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,block_10,,,13077.0,0.11355815554026155,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_30_40,30.0,40.0,11,13,central,15076,86,129585,0.11567696878496739,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_30_40,30.0,40.0,11,13,central,,,,0.00081058012405096631,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_01,,,8306.0,0.12256200337105704,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_02,,,8307.0,0.11484290357529796,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_03,,,8336.0,0.12092130518234163,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_04,,,8301.0,0.11950367425611373,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_05,,,8366.0,0.12096581400908439,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_06,,,8282.0,0.11627626177251879,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_07,,,8262.0,0.11631566206729609,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_08,,,8466.0,0.11788329789747222,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_09,,,8354.0,0.10892985396217382,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,block_10,,,8160.0,0.11703431372549018,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_40_50,40.0,50.0,9,10,central,9813,42,83140,0.11752465720471494,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_40_50,40.0,50.0,9,10,central,,,,0.001234332005219118,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_01,,,7826.0,0.11730130334781495,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_02,,,7894.0,0.11388396250316696,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_03,,,7869.0,0.11437285550895923,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_04,,,7932.0,0.11396873424104895,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_05,,,7888.0,0.10611054766734278,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_06,,,7917.0,0.11077428318807628,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_07,,,7832.0,0.10929519918283964,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_08,,,7835.0,0.12533503509891514,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_09,,,8139.0,0.11954785600196584,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,block_10,,,8020.0,0.12069825436408976,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_50_60,50.0,60.0,7,8,central,9160,46,79152,0.11514554275318374,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_50_60,50.0,60.0,7,8,central,,,,0.0018172699269924754,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_01,,,3849.0,0.1171732917640946,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_02,,,3846.0,0.11778471138845556,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_03,,,3753.0,0.11564082067679186,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_04,,,3947.0,0.10691664555358497,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_05,,,3936.0,0.11458333333333334,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_06,,,3835.0,0.11942633637548891,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_07,,,3774.0,0.11473237943826188,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_08,,,3782.0,0.10629296668429404,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_09,,,3794.0,0.12124406958355306,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,block_10,,,3793.0,0.11995781703137359,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_60_70,60.0,70.0,6,6,central,4432,13,38309,0.11535148398548642,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_60_70,60.0,70.0,6,6,central,,,,0.0016194633022063283,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_01,,,3683.0,0.11919630735813196,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_02,,,3675.0,0.10666666666666666,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_03,,,3685.0,0.11424694708276797,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_04,,,3813.0,0.11041174927878311,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_05,,,3805.0,0.10565045992115635,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_06,,,3725.0,0.12322147651006705,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_07,,,3703.0,0.11045098568728062,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_08,,,3708.0,0.11731391585760517,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_09,,,3617.0,0.11445949682056958,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,block_10,,,3783.0,0.11234469997356593,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_70_80,70.0,80.0,5,5,central,4231,14,37197,0.11336935774390404,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_70_80,70.0,80.0,5,5,central,,,,0.0017363760668513326,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_01,,,6689.0,0.11272238002690985,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_02,,,6617.0,0.1171225630950582,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_03,,,6648.0,0.11055956678700365,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_04,,,6771.0,0.11386796632698273,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_05,,,6579.0,0.1196230430156559,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_06,,,6579.0,0.11080711354309165,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_07,,,6609.0,0.10954758662430017,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_08,,,6633.0,0.11533242876526456,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_09,,,6748.0,0.11988737403675168,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,block_10,,,6653.0,0.11423418006914177,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_80_90,80.0,90.0,3,4,central,7622,13,66526,0.11437633406487689,available_count_backed
MONASH,beauty,bplus,bminus,bplus,balancing_yield_sem,percentile_80_90,80.0,90.0,3,4,central,,,,0.0011546674197464627,available_derived
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_01,,,4111.0,0.11384091461931409,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_02,,,4210.0,0.11520190023752969,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_03,,,4220.0,0.12014218009478672,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_04,,,4098.0,0.10932162030258663,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_05,,,4006.0,0.11757363954068899,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_06,,,4071.0,0.10930975190370922,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_07,,,4165.0,0.1128451380552221,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_08,,,4093.0,0.11898363058881016,available_derived_no_component_counts
MONASH,beauty,bplus,bminus,bplus,balancing_yield,percentile_90_100,90.0,100.0,0,2,block_09,,,4098.0,0.11761835041483651,available_derived_no_component_counts
