category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2698882.0,2698882.0,0.0,0.0
2,kMultiplyHeavy,2148.0,2148.0,0.0,0.0
4,kExcludedVector,1850397.0,1850397.0,0.0,0.0
5,kExcludedExcited,82433.0,82433.0,0.0,0.0
