flavour,trigger,associate,tune,class,nominal_yield,combined_percent,combined_absolute,source,abs_delta_percent,sem_percent,contribution_percent,quoted_arm,dropped
BEAUTY,B^{+},B-,CLOSEPACKING,c3,0.099076567910734881,11.538683631196582,0.011432131723867332,S1a_mur,3.8390186407766853,3.5299520696625044,3.8390186407766853,HF_SYS_MUR_DOWN,no
BEAUTY,B^{+},B-,CLOSEPACKING,c3,0.099076567910734881,11.538683631196582,0.011432131723867332,S1b_muf,6.2562038834951572,4.0148231667349386,6.2562038834951572,HF_SYS_MUF_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c3,0.099076567910734881,11.538683631196582,0.011432131723867332,S2_pdf,1.100595339805849,4.2501622278257978,4.2501622278257978,HF_SYS_PDF_CTEQ6L1,yes
BEAUTY,B^{+},B-,CLOSEPACKING,c3,0.099076567910734881,11.538683631196582,0.011432131723867332,S3_pthat,8.9029808932038694,4.7230143377792073,8.9029808932038694,HF_SYS_PTHAT_1,no
BEAUTY,B^{+},B-,CLOSEPACKING,c3,0.099076567910734881,11.538683631196582,0.011432131723867332,S5_class_migration,0,0,0,,no
BEAUTY,B^{+},B-,CLOSEPACKING,c4,0.098313204910669777,13.563364663031548,0.013334578493947582,S1a_mur,1.9018758375633948,7.5214799736689306,7.5214799736689306,HF_SYS_MUR_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c4,0.098313204910669777,13.563364663031548,0.013334578493947582,S1b_muf,7.9005713604061398,5.9192839897770098,7.9005713604061398,HF_SYS_MUF_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c4,0.098313204910669777,13.563364663031548,0.013334578493947582,S2_pdf,7.3670623350253237,5.7051234487572655,7.3670623350253237,HF_SYS_PDF_CTEQ6L1,yes
BEAUTY,B^{+},B-,CLOSEPACKING,c4,0.098313204910669777,13.563364663031548,0.013334578493947582,S3_pthat,3.5870104263959863,8.0605937850260396,8.0605937850260396,HF_SYS_PTHAT_1,no
BEAUTY,B^{+},B-,CLOSEPACKING,c4,0.098313204910669777,13.563364663031548,0.013334578493947582,S5_class_migration,0,0,0,,no
BEAUTY,B^{+},B-,CLOSEPACKING,c5,0.090907616715585379,13.46794628481763,0.012243388988062933,S1a_mur,8.5706605957901498,3.3735538212936746,8.5706605957901498,HF_SYS_MUR_DOWN,no
BEAUTY,B^{+},B-,CLOSEPACKING,c5,0.090907616715585379,13.46794628481763,0.012243388988062933,S1b_muf,8.1075530859792426,5.4721285948445768,8.1075530859792426,HF_SYS_MUF_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c5,0.090907616715585379,13.46794628481763,0.012243388988062933,S2_pdf,2.7833567481269457,5.0738907063871999,5.0738907063871999,HF_SYS_PDF_CTEQ6L1,yes
BEAUTY,B^{+},B-,CLOSEPACKING,c5,0.090907616715585379,13.46794628481763,0.012243388988062933,S3_pthat,6.4959169514804813,4.302325076712231,6.4959169514804813,HF_SYS_PTHAT_4,no
BEAUTY,B^{+},B-,CLOSEPACKING,c5,0.090907616715585379,13.46794628481763,0.012243388988062933,S5_class_migration,0,0,0,,no
BEAUTY,B^{+},B-,CLOSEPACKING,c6,0.091006423982869386,10.09011827039274,0.0091826558135265843,S1a_mur,2.5714404705882292,3.6829233994778017,3.6829233994778017,HF_SYS_MUR_DOWN,no
BEAUTY,B^{+},B-,CLOSEPACKING,c6,0.091006423982869386,10.09011827039274,0.0091826558135265843,S1b_muf,7.9320510588235162,4.462382168639965,7.9320510588235162,HF_SYS_MUF_UP,no
BEAUTY,B^{+},B-,CLOSEPACKING,c6,0.091006423982869386,10.09011827039274,0.0091826558135265843,S2_pdf,1.952692941176468,4.0698570366875462,4.0698570366875462,HF_SYS_PDF_CTEQ6L1,yes
