category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2817787.0,2817787.0,0.0,0.0
2,kMultiplyHeavy,2.0,2.0,0.0,0.0
4,kExcludedVector,2491771.0,2491771.0,0.0,0.0
5,kExcludedExcited,54211.0,54211.0,0.0,0.0
