ordinal,category,category_name,total
40,5,kExcludedExcited,21.0
41,0,kCentralGround,10.0
42,5,kExcludedExcited,148.0
43,0,kCentralGround,75.0
44,5,kExcludedExcited,134.0
45,0,kCentralGround,53.0
47,0,kCentralGround,1086.0
48,5,kExcludedExcited,786.0
49,0,kCentralGround,408.0
50,5,kExcludedExcited,841.0
51,0,kCentralGround,403.0
53,0,kCentralGround,1037.0
54,0,kCentralGround,6127.0
55,5,kExcludedExcited,845.0
56,0,kCentralGround,414.0
64,5,kExcludedExcited,157.0
65,0,kCentralGround,82.0
66,5,kExcludedExcited,1183.0
67,0,kCentralGround,579.0
68,5,kExcludedExcited,1118.0
69,0,kCentralGround,598.0
70,0,kCentralGround,9900.0
71,5,kExcludedExcited,7000.0
72,0,kCentralGround,3528.0
73,5,kExcludedExcited,7016.0
74,0,kCentralGround,3463.0
75,0,kCentralGround,9721.0
77,0,kCentralGround,54683.0
78,5,kExcludedExcited,7102.0
79,0,kCentralGround,3548.0
81,4,kExcludedVector,180.0
82,0,kCentralGround,75.0
84,4,kExcludedVector,17518.0
85,0,kCentralGround,8131.0
87,4,kExcludedVector,79374.0
88,0,kCentralGround,36097.0
90,4,kExcludedVector,78679.0
91,0,kCentralGround,36032.0
93,4,kExcludedVector,106748.0
94,0,kCentralGround,122736.0
96,4,kExcludedVector,480339.0
97,0,kCentralGround,553897.0
99,4,kExcludedVector,481326.0
100,0,kCentralGround,553128.0
101,0,kCentralGround,554667.0
102,4,kExcludedVector,482994.0
104,0,kCentralGround,555680.0
105,4,kExcludedVector,482701.0
107,0,kCentralGround,123045.0
108,4,kExcludedVector,106206.0
110,0,kCentralGround,36379.0
111,4,kExcludedVector,78737.0
113,0,kCentralGround,35885.0
114,4,kExcludedVector,79154.0
116,0,kCentralGround,8163.0
117,4,kExcludedVector,17654.0
119,0,kCentralGround,80.0
120,4,kExcludedVector,161.0
122,0,kCentralGround,3905.0
123,5,kExcludedExcited,7278.0
124,0,kCentralGround,54743.0
126,0,kCentralGround,9839.0
127,0,kCentralGround,3843.0
128,5,kExcludedExcited,7210.0
129,0,kCentralGround,3868.0
130,5,kExcludedExcited,7367.0
131,0,kCentralGround,9823.0
132,0,kCentralGround,677.0
133,5,kExcludedExcited,1288.0
134,0,kCentralGround,670.0
135,5,kExcludedExcited,1272.0
136,0,kCentralGround,119.0
137,5,kExcludedExcited,191.0
143,2,kMultiplyHeavy,2.0
145,0,kCentralGround,637.0
146,5,kExcludedExcited,957.0
147,0,kCentralGround,6196.0
148,0,kCentralGround,1114.0
150,0,kCentralGround,639.0
151,5,kExcludedExcited,956.0
152,0,kCentralGround,621.0
153,5,kExcludedExcited,947.0
154,0,kCentralGround,1133.0
156,0,kCentralGround,117.0
157,5,kExcludedExcited,178.0
158,0,kCentralGround,112.0
159,5,kExcludedExcited,185.0
160,0,kCentralGround,21.0
161,5,kExcludedExcited,29.0
162,5,kExcludedExcited,1.0
165,5,kExcludedExcited,1.0
