observable,total,share_pct
D0 (104),1186252.0,25.4221789036882
Dbar0 (97),1180816.0,25.305681764361605
D- (100),438448.0,9.396235787981206
D+ (101),437823.0,9.382841617252891
Lambda_c+ (124),239908.0,5.141389937741751
Lambda_cbar- (77),238555.0,5.112394236949095
D_s+ (107),190212.0,4.076371204118804
D_s- (94),189243.0,4.055604881821624
Bbar0 (91),65906.0,1.4124099456325252
B- (88),65398.0,1.4015231636645509
B+ (113),65321.0,1.3998730018308223
B0 (110),65243.0,1.3982014093239288
Lambda_b0 (147),50781.0,1.0882710140073022
Lambda_bbar0 (54),50721.0,1.0869851736173841
Xi_c+ (131),32036.0,0.6865530455236789
Xi_c0 (126),32029.0,0.6864030308115218
Xi_cbar0 (75),31703.0,0.6794166313596326
Xi_cbar- (70),31428.0,0.673523196239174
B_sbar0 (85),15373.0,0.32945373857021837
B_s0 (116),15244.0,0.32668918173189415
Xi_b- (148),6484.0,0.13895648480383113
Xi_b0 (154),6463.0,0.13850644066735973
Xi_bbar0 (47),6411.0,0.13739204566276392
Xi_bbar+ (53),6343.0,0.13593475988752327
Omega_c0 (136),6306.0,0.135141824980407
Omega_cbar0 (65),5689.0,0.12191909963741444
UNMAPPED/kMultiplyHeavy,2826.0,0.060563082365149096
Omega_b- (160),1302.0,0.027902736461225805
Omega_bbar+ (41),1148.0,0.02460241279376899
UNMAPPED/kExcludedExcited,797.0,0.017080246512747286
