observable,total,share_pct
D0 (104),1185107.0,25.591974217712107
Dbar0 (97),1181606.0,25.516371338194723
D+ (101),435689.0,9.408552691816663
D- (100),435553.0,9.405615819033354
Lambda_c+ (124),261801.0,5.653501702522428
Lambda_cbar- (77),256374.0,5.536307521676712
D_s+ (107),161942.0,3.4970812667250586
D_s- (94),161714.0,3.4921576858824523
Bbar0 (91),69111.0,1.4924280509357395
B0 (110),69076.0,1.491672238087094
B+ (113),69070.0,1.491542670170183
B- (88),68759.0,1.484826733143646
Lambda_b0 (147),54950.0,1.1866261723737015
Lambda_bbar0 (54),54148.0,1.1693072608133064
Xi_cbar- (70),26693.0,0.5764260676828247
Xi_cbar0 (75),26568.0,0.5737267360805187
Xi_c0 (126),26308.0,0.5681121263477222
Xi_c+ (131),26162.0,0.5649593070362289
B_s0 (116),13843.0,0.2989347789657716
B_sbar0 (85),13819.0,0.29841650729812885
Xi_bbar+ (53),5567.0,0.12021743224029839
Xi_b- (148),5567.0,0.12021743224029839
Xi_b0 (154),5539.0,0.11961278196138185
Xi_bbar0 (47),5391.0,0.11641677334425159
Omega_c0 (136),3120.0,0.06737531679355685
Omega_cbar0 (65),3103.0,0.06700820769564324
UNMAPPED/kMultiplyHeavy,2128.0,0.04595342119765672
Omega_b- (160),715.0,0.01544017676519011
UNMAPPED/kExcludedExcited,677.0,0.014619579958089098
Omega_bbar+ (41),676.0,0.01459798530527065
