observable,total,share_pct
D0 (104),1184266.0,25.366793415025764
Dbar0 (97),1183732.0,25.355355218131127
D- (100),438494.0,9.392473238046442
D+ (101),437947.0,9.38075658317497
Lambda_c+ (124),240009.0,5.1409554278742435
Lambda_cbar- (77),237990.0,5.097708762087218
D_s+ (107),191025.0,4.091725771157237
D_s- (94),188918.0,4.046594159065478
Bbar0 (91),65747.0,1.4082905079244856
B+ (113),65641.0,1.4060200044210558
B- (88),65452.0,1.401971653834752
B0 (110),65196.0,1.3964881736755252
Lambda_b0 (147),50766.0,1.0873998193878722
Lambda_bbar0 (54),50517.0,1.0820662781392496
Xi_c0 (126),32538.0,0.6969588961754439
Xi_c+ (131),32465.0,0.6953952475362895
Xi_cbar- (70),31672.0,0.6784093109493103
Xi_cbar0 (75),31591.0,0.6766743035551801
B_sbar0 (85),15481.0,0.3316006107226027
B_s0 (116),15106.0,0.3235681690831107
Xi_b- (148),6603.0,0.14143523238817557
Xi_b0 (154),6512.0,0.1394860265503255
Xi_bbar0 (47),6449.0,0.13813657635489082
Xi_bbar+ (53),6384.0,0.1367442864707122
Omega_c0 (136),6207.0,0.13295297401687198
Omega_cbar0 (65),5868.0,0.12569164677477118
UNMAPPED/kMultiplyHeavy,2711.0,0.05806919809243434
Omega_b- (160),1241.0,0.026582026865625604
Omega_bbar+ (41),1190.0,0.02548961480265469
UNMAPPED/kExcludedExcited,850.0,0.01820686771618192
