observable,total,share_pct
D0 (104),1520319.0,28.349816286983152
Dbar0 (97),1517814.0,28.30310484695057
D+ (101),554659.0,10.342882481848736
D- (100),553179.0,10.315284505302541
D_s+ (107),229206.0,4.2740687920589435
D_s- (94),228845.0,4.267337123455445
Bbar0 (91),115155.0,2.1473276953899445
B- (88),114847.0,2.141584332703304
B+ (113),114814.0,2.1409689724154495
B0 (110),114768.0,2.1401111974687432
Lambda_c+ (124),88254.0,1.645697177099945
Lambda_cbar- (77),86170.0,1.60683624255787
B_s0 (116),26056.0,0.48587356546463806
B_sbar0 (85),25955.0,0.48399019003817473
Xi_c+ (131),11847.0,0.2209143433397132
Xi_cbar- (70),11631.0,0.21688653054648468
Xi_cbar0 (75),11601.0,0.21632711210298072
Xi_c0 (126),11535.0,0.21509639152727203
Lambda_b0 (147),10562.0,0.19695258667629365
Lambda_bbar0 (54),9460.0,0.17640328251824822
Xi_b0 (154),1399.0,0.026087546748734595
Xi_b- (148),1389.0,0.025901073934233278
Xi_bbar0 (47),1288.0,0.024017698507769948
Xi_bbar+ (53),1263.0,0.02355151647151665
Omega_c0 (136),324.0,0.006041719189842751
Omega_cbar0 (65),273.0,0.005090707835886022
Omega_b- (160),59.0,0.001100189605557785
Omega_bbar+ (41),40.0,0.0007458912580052779
