category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2816144.0,2816144.0,0.0,0.0
2,kMultiplyHeavy,2.0,2.0,0.0,0.0
4,kExcludedVector,2496204.0,2496204.0,0.0,0.0
5,kExcludedExcited,54244.0,54244.0,0.0,0.0
