observable,total,share_pct
D0 (104),1522437.0,28.368775428139337
Dbar0 (97),1515578.0,28.240966244139205
D- (100),554775.0,10.337562334694967
D+ (101),554755.0,10.337189658841343
D_s+ (107),229542.0,4.277238039620661
D_s- (94),228924.0,4.265722355743699
B0 (110),115681.0,2.1555757711501933
B+ (113),115212.0,2.1468365223827255
B- (88),115100.0,2.1447495376024346
Bbar0 (91),114918.0,2.141358187334462
Lambda_c+ (124),87944.0,1.6387302635526368
Lambda_cbar- (77),86098.0,1.604332282263201
B_sbar0 (85),26268.0,0.48947246614892054
B_s0 (116),26044.0,0.4852984965883389
Xi_c0 (126),11973.0,0.22310239977162424
Xi_cbar- (70),11705.0,0.21810854333307123
Xi_c+ (131),11670.0,0.21745636058923035
Xi_cbar0 (75),11496.0,0.2142140806627071
Lambda_b0 (147),10925.0,0.2035741850417602
Lambda_bbar0 (54),9408.0,0.17530672154442836
Xi_b0 (154),1413.0,0.026329549058490356
Xi_b- (148),1408.0,0.026236380095084517
Xi_bbar0 (47),1301.0,0.024242564278199544
Xi_bbar+ (53),1280.0,0.023851254631895014
Omega_c0 (136),339.0,0.0063168557189159456
Omega_cbar0 (65),315.0,0.005869644694567914
Omega_b- (160),53.0,0.000987591012101903
Omega_bbar+ (41),30.0,0.0005590137804350394
UNMAPPED/kMultiplyHeavy,2.0,3.726758536233596e-05
