category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2529393.0,2529393.0,0.0,0.0
2,kMultiplyHeavy,2618.0,2618.0,0.0,0.0
4,kExcludedVector,1865638.0,1865638.0,0.0,0.0
5,kExcludedExcited,270450.0,270450.0,0.0,0.0
