observable,total,share_pct
D0 (104),1186061.0,25.40779447908024
Dbar0 (97),1182284.0,25.32688359865547
D+ (101),438947.0,9.403121056344348
D- (100),437975.0,9.382298875837895
Lambda_c+ (124),239125.0,5.122534890541096
Lambda_cbar- (77),237815.0,5.094472075249476
D_s+ (107),190426.0,4.079305087574192
D_s- (94),189023.0,4.04925002661683
B+ (113),65989.0,1.4136161208234872
B0 (110),65469.0,1.4024766826924622
Bbar0 (91),65430.0,1.4016412248326353
B- (88),64900.0,1.390287566737552
Lambda_bbar0 (54),50864.0,1.0896084251854985
Lambda_b0 (147),50767.0,1.0875304915341342
Xi_c+ (131),32529.0,0.6968361210848356
Xi_c0 (126),32403.0,0.6941369495377026
Xi_cbar- (70),31845.0,0.6821834755432564
Xi_cbar0 (75),31669.0,0.6784132041758326
B_s0 (116),15446.0,0.33088415648425623
B_sbar0 (85),15368.0,0.32921324076460246
Xi_bbar0 (47),6523.0,0.13973568255514718
Xi_b- (148),6517.0,0.13960715057671227
Xi_bbar+ (53),6433.0,0.13780770287862362
Xi_b0 (154),6413.0,0.13737926295050726
Omega_c0 (136),6178.0,0.13234509379514017
Omega_cbar0 (65),5863.0,0.12559716492730766
UNMAPPED/kMultiplyHeavy,2618.0,0.05608278659043007
Omega_b- (160),1255.0,0.02688460548930089
Omega_bbar+ (41),1132.0,0.024249699931385347
UNMAPPED/kExcludedExcited,832.0,0.017823101009640113
