category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2694266.0,2694266.0,0.0,0.0
2,kMultiplyHeavy,2128.0,2128.0,0.0,0.0
4,kExcludedVector,1851898.0,1851898.0,0.0,0.0
5,kExcludedExcited,82484.0,82484.0,0.0,0.0
