observable,total,share_pct
D0 (104),1187454.0,25.42631137399902
Dbar0 (97),1184572.0,25.364600664043213
D+ (101),437998.0,9.378614690917562
D- (100),437854.0,9.37553129666578
Lambda_c+ (124),239593.0,5.130275548383809
Lambda_cbar- (77),237978.0,5.095694425351668
D_s+ (107),190076.0,4.069994762512264
D_s- (94),188975.0,4.046419643962179
B+ (113),65862.0,1.410267445908914
Bbar0 (91),65354.0,1.3993899161873486
B0 (110),65338.0,1.3990473168260396
B- (88),65198.0,1.3960495724145847
Lambda_b0 (147),51163.0,1.095525695166223
Lambda_bbar0 (54),50364.0,1.0784171395608475
Xi_c+ (131),32247.0,0.6904876002584912
Xi_c0 (126),32062.0,0.6865262951433543
Xi_cbar- (70),31526.0,0.6750492165394981
Xi_cbar0 (75),31424.0,0.6728651456111523
B_sbar0 (85),15634.0,0.33476240091919407
B_s0 (116),15309.0,0.3278033513926022
Xi_b0 (154),6665.0,0.14271404644533892
Xi_b- (148),6486.0,0.1388812160906929
Omega_c0 (136),6433.0,0.13774635570635638
Xi_bbar+ (53),6385.0,0.13671855762242896
Xi_bbar0 (47),6375.0,0.13650443302161075
Omega_cbar0 (65),5887.0,0.12605515250168195
UNMAPPED/kMultiplyHeavy,2683.0,0.057449630399526525
Omega_b- (160),1241.0,0.026572862961540225
Omega_bbar+ (41),1187.0,0.025416590117121874
UNMAPPED/kExcludedExcited,855.0,0.018307653369957204
