category,category_name,from_species,from_closure,difference,relative
0,kCentralGround,2820495.0,2820495.0,0.0,0.0
4,kExcludedVector,2493817.0,2493817.0,0.0,0.0
5,kExcludedExcited,54441.0,54441.0,0.0,0.0
